Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,2864,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,8/14/2023 16:03,8/16/2023 16:03,8/14/2023 16:05,04:58.4,Within SLA,24:46.8,SLA Violated,,6,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,2865,Low,Email,Product setup,1st line support,Nicola Wane,8/15/2023 6:38,8/17/2023 6:38,8/15/2023 7:38,40:27.8,Within SLA,02:32.0,Within SLA,42:14.8,5,4,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,2866,Low,Email,Feature request,2nd line support,Adolpho Messingham,8/15/2023 20:32,8/17/2023 20:32,8/15/2023 21:32,23:18.8,Within SLA,00:44.9,Within SLA,06:32.9,1,1,Ready to use Software,Tier 2,Italy,43.036776,12.678565
In progress,2867,Low,Phone,Pricing and Licensing,1st line support,Bernard Beckley,8/15/2023 19:42,8/17/2023 19:42,8/15/2023 19:44,43:26.5,Within SLA,,SLA Violated,,3,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,2868,Low,Email,Training request,1st line support,Kristos Westoll,8/15/2023 22:59,8/17/2023 22:59,8/15/2023 23:59,01:17.3,Within SLA,56:15.0,Within SLA,,10,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,2869,Low,Email,Other,1st line support,Kristos Westoll,8/15/2023 6:18,8/17/2023 6:18,8/15/2023 7:18,57:30.5,Within SLA,18:44.7,Within SLA,,3,,Other,Tier 1,Italy,43.036776,12.678565
Closed,2870,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,8/15/2023 21:06,8/17/2023 21:06,8/15/2023 21:08,08:07.1,Within SLA,11:55.9,Within SLA,14:14.1,2,5,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,2871,High,Email,Feature request,1st line support,Sheela Cutten,8/15/2023 7:04,8/17/2023 7:04,8/15/2023 8:04,20:21.9,Within SLA,51:20.6,Within SLA,29:58.5,5,3,Ready to use Software,Tier 1,Greece,39.368279,21.863141
In progress,2872,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,8/15/2023 21:39,8/17/2023 21:39,8/15/2023 22:39,00:33.8,SLA Violated,,SLA Violated,,6,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,2873,Low,Email,Product setup,1st line support,Nicola Wane,8/15/2023 2:44,8/17/2023 2:44,8/15/2023 3:44,05:19.4,Within SLA,23:13.7,Within SLA,40:40.6,4,2,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2874,Medium,Phone,Product setup,2nd line support,Michele Whyatt,8/15/2023 2:20,8/17/2023 2:20,8/15/2023 2:22,21:49.9,Within SLA,,SLA Violated,,7,,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639
Resolved,2875,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,8/15/2023 6:57,8/16/2023 6:57,8/15/2023 6:59,58:38.3,Within SLA,55:01.2,Within SLA,,5,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,2876,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,8/15/2023 22:36,8/17/2023 22:36,8/15/2023 23:36,16:03.3,Within SLA,50:34.8,Within SLA,02:43.3,4,4,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2877,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,8/15/2023 22:21,8/17/2023 22:21,8/15/2023 23:21,08:49.1,Within SLA,04:31.5,SLA Violated,,1,,Custom software development,Tier 1,Poland,52.536273,19.050639
Closed,2878,Low,Chat,Feature request,2nd line support,Adolpho Messingham,8/15/2023 2:33,8/16/2023 2:33,8/15/2023 2:35,35:15.0,Within SLA,28:01.3,SLA Violated,41:29.1,9,1,Other,Tier 2,Bulgaria,42.7249925,25.4833039
Closed,2879,Low,Phone,Pricing and Licensing,1st line support,Connor Danielovitch,8/15/2023 22:12,8/17/2023 22:12,8/15/2023 22:14,16:50.3,SLA Violated,31:26.4,Within SLA,40:32.3,2,3,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2881,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,8/16/2023 18:24,8/18/2023 18:24,8/16/2023 19:24,31:12.4,Within SLA,56:15.3,Within SLA,51:13.9,2,5,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,2883,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,8/16/2023 2:17,8/18/2023 2:17,8/16/2023 3:17,39:56.6,Within SLA,,SLA Violated,,2,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,2885,Medium,Email,Bug report,2nd line support,Michele Whyatt,8/16/2023 3:47,8/18/2023 3:47,8/16/2023 4:47,30:31.0,Within SLA,,SLA Violated,,2,,Training and Consulting Services,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,2886,Low,Chat,Bug report,2nd line support,Heather Urry,8/16/2023 16:29,8/17/2023 16:29,8/16/2023 16:31,30:12.1,Within SLA,16:42.3,Within SLA,,5,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,2887,High,Email,Feature request,2nd line support,Heather Urry,8/17/2023 5:41,8/19/2023 5:41,8/17/2023 6:41,37:31.5,Within SLA,18:39.3,Within SLA,31:22.5,9,5,Other,Tier 2,Poland,52.536273,19.050639
In progress,2888,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,8/17/2023 10:40,8/18/2023 10:40,8/17/2023 10:42,41:37.9,Within SLA,,SLA Violated,,6,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,2889,Low,Chat,Feature request,1st line support,Nicola Wane,8/17/2023 15:50,8/18/2023 15:50,8/17/2023 15:52,51:00.0,Within SLA,,SLA Violated,,4,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
In progress,2890,Low,Chat,Pricing and Licensing,1st line support,Kristos Westoll,8/17/2023 7:17,8/18/2023 7:17,8/17/2023 7:19,18:25.9,Within SLA,,SLA Violated,,9,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,2891,Medium,Chat,Pricing and licensing,1st line support,Connor Danielovitch,8/17/2023 14:57,8/18/2023 14:57,8/17/2023 14:59,57:57.2,Within SLA,18:11.1,Within SLA,05:40.8,6,4,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Closed,2892,Medium,Email,Product setup,1st line support,Sheela Cutten,8/18/2023 20:56,8/20/2023 20:56,8/18/2023 21:56,22:50.0,Within SLA,58:47.2,SLA Violated,49:50.5,1,3,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,2893,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,8/18/2023 2:50,8/20/2023 2:50,8/18/2023 3:50,36:33.2,SLA Violated,29:53.0,Within SLA,,6,,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,2894,Low,Email,Pricing and licensing,1st line support,Nicola Wane,8/18/2023 22:39,8/20/2023 22:39,8/18/2023 23:39,08:04.2,Within SLA,54:55.0,Within SLA,,1,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,2896,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,8/18/2023 20:57,8/20/2023 20:57,8/18/2023 21:57,06:05.5,Within SLA,28:03.5,Within SLA,,1,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,2897,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,8/18/2023 23:15,8/19/2023 23:15,8/18/2023 23:17,16:03.9,Within SLA,45:31.0,Within SLA,,5,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,2899,Low,Email,Product setup,1st line support,Sheela Cutten,8/18/2023 18:46,8/20/2023 18:46,8/18/2023 19:46,51:30.7,Within SLA,51:24.1,Within SLA,39:51.0,5,4,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2900,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,8/19/2023 15:51,8/21/2023 15:51,8/19/2023 16:51,21:54.9,Within SLA,15:50.9,Within SLA,,10,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,2901,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,8/19/2023 10:37,8/21/2023 10:37,8/19/2023 11:37,25:49.7,Within SLA,35:02.9,Within SLA,21:58.7,6,2,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,2912,Medium,Email,Other,1st line support,Nicola Wane,8/20/2023 0:54,8/22/2023 0:54,8/20/2023 1:54,42:09.1,Within SLA,,SLA Violated,,1,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,2913,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,8/21/2023 2:02,8/23/2023 2:02,8/21/2023 3:02,20:55.9,Within SLA,02:52.5,SLA Violated,52:14.6,2,2,Other,Tier 1,Poland,52.536273,19.050639
Closed,2914,Low,Chat,Product setup,1st line support,Sheela Cutten,8/21/2023 5:14,8/22/2023 5:14,8/21/2023 5:16,14:31.2,Within SLA,49:07.7,SLA Violated,42:01.9,4,4,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Resolved,2915,Medium,Email,Product setup,1st line support,Kristos Westoll,8/21/2023 10:03,8/23/2023 10:03,8/21/2023 11:03,29:22.0,Within SLA,06:49.6,Within SLA,,6,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2916,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,8/21/2023 3:51,8/22/2023 3:51,8/21/2023 3:53,52:24.8,Within SLA,38:24.1,Within SLA,07:15.9,5,3,Custom software development,Tier 1,Spain,39.67337,-4.767726
Open,2917,Medium,Email,Product setup,1st line support,Kristos Westoll,8/21/2023 3:01,8/23/2023 3:01,8/21/2023 4:01,,SLA Violated,,SLA Violated,,,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,2920,High,Email,Pricing and Licensing,1st line support,Bernard Beckley,8/21/2023 2:49,8/23/2023 2:49,8/21/2023 3:49,09:57.3,Within SLA,07:32.8,Within SLA,19:34.2,6,4,Custom software development,Tier 1,Spain,39.67337,-4.767726
In progress,2921,High,Email,Feature request,1st line support,Connor Danielovitch,8/21/2023 7:26,8/23/2023 7:26,8/21/2023 8:26,55:48.0,Within SLA,,SLA Violated,,4,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,2922,Medium,Chat,Training request,1st line support,Bernard Beckley,8/21/2023 7:51,8/22/2023 7:51,8/21/2023 7:53,53:13.0,Within SLA,,SLA Violated,,2,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,2923,High,Email,Other,1st line support,Kristos Westoll,8/22/2023 4:27,8/24/2023 4:27,8/22/2023 5:27,06:17.0,Within SLA,39:22.0,Within SLA,,9,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2924,High,Email,Product setup,2nd line support,Michele Whyatt,8/22/2023 19:29,8/24/2023 19:29,8/22/2023 20:29,56:24.5,Within SLA,07:35.3,Within SLA,,7,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2926,Low,Email,Bug report,2nd line support,Adolpho Messingham,8/22/2023 13:47,8/24/2023 13:47,8/22/2023 14:47,33:21.6,Within SLA,31:15.7,Within SLA,,1,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,2927,Low,Email,Bug report,1st line support,Connor Danielovitch,8/22/2023 15:20,8/24/2023 15:20,8/22/2023 16:20,30:23.0,Within SLA,55:43.8,SLA Violated,01:12.3,1,5,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2928,Low,Email,Feature request,1st line support,Nicola Wane,8/22/2023 7:32,8/24/2023 7:32,8/22/2023 8:32,04:05.2,Within SLA,56:03.7,Within SLA,,8,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2929,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,8/22/2023 2:24,8/23/2023 2:24,8/22/2023 2:26,26:09.7,Within SLA,18:07.2,Within SLA,16:31.9,5,5,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726
Closed,2930,Low,Chat,Bug report,1st line support,Sheela Cutten,8/22/2023 23:11,8/23/2023 23:11,8/22/2023 23:13,11:46.4,Within SLA,55:24.0,SLA Violated,38:46.0,60,3,Custom software development,Tier 1,Poland,52.536273,19.050639
Closed,2931,Medium,Chat,Training request,1st line support,Kristos Westoll,8/22/2023 3:00,8/23/2023 3:00,8/22/2023 3:02,02:12.3,Within SLA,26:29.2,Within SLA,56:56.4,2,5,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2932,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,8/22/2023 18:07,8/24/2023 18:07,8/22/2023 19:07,10:58.9,Within SLA,04:47.8,Within SLA,49:32.0,1,4,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,2933,High,Email,Purchasing and invoicing,1st line support,Sheela Cutten,8/22/2023 18:04,8/24/2023 18:04,8/22/2023 19:04,10:14.8,Within SLA,31:46.2,Within SLA,57:25.6,4,3,Other,Tier 1,Slovenia,46.1491664,14.9860106
Closed,2934,High,Phone,Bug report,1st line support,Bernard Beckley,8/22/2023 4:28,8/24/2023 4:28,8/22/2023 4:30,31:48.8,SLA Violated,31:05.8,Within SLA,39:40.0,2,3,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2935,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,8/23/2023 14:28,8/24/2023 14:28,8/23/2023 14:30,28:31.9,Within SLA,44:55.4,SLA Violated,,8,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2936,Low,Email,Product setup,2nd line support,Adolpho Messingham,8/23/2023 17:19,8/25/2023 17:19,8/23/2023 18:19,17:05.6,Within SLA,45:46.7,Within SLA,03:58.2,2,3,Other,Tier 2,Greece,39.368279,21.863141
Resolved,2937,Low,Email,Pricing and Licensing,1st line support,Connor Danielovitch,8/23/2023 12:29,8/25/2023 12:29,8/23/2023 13:29,29:41.6,Within SLA,34:09.6,Within SLA,,9,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,2938,Low,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,8/23/2023 9:04,8/24/2023 9:04,8/23/2023 9:06,06:32.1,Within SLA,20:45.0,Within SLA,,5,,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,2939,Low,Email,Feature request,1st line support,Kristos Westoll,8/23/2023 10:00,8/25/2023 10:00,8/23/2023 11:00,31:49.2,Within SLA,05:52.1,Within SLA,,4,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,2940,Medium,Chat,Product setup,1st line support,Bernard Beckley,8/23/2023 6:34,8/24/2023 6:34,8/23/2023 6:36,34:34.2,Within SLA,,SLA Violated,,5,,Ready to use Software,Tier 1,France,48.864716,2.349014
In progress,2941,Low,Email,Product setup,1st line support,Kristos Westoll,8/23/2023 2:51,8/25/2023 2:51,8/23/2023 3:51,03:56.1,SLA Violated,,SLA Violated,,8,,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Resolved,2942,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,8/23/2023 9:34,8/25/2023 9:34,8/23/2023 10:34,35:52.7,Within SLA,56:13.8,SLA Violated,,1,,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,2943,Medium,Email,Training request,1st line support,Kristos Westoll,8/23/2023 0:12,8/25/2023 0:12,8/23/2023 1:12,34:25.5,Within SLA,56:39.3,SLA Violated,58:40.2,5,1,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2944,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,8/23/2023 19:12,8/24/2023 19:12,8/23/2023 19:14,14:10.8,Within SLA,12:14.7,Within SLA,26:30.0,9,1,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,2945,High,Chat,Bug report,1st line support,Connor Danielovitch,8/23/2023 18:56,8/24/2023 18:56,8/23/2023 18:58,57:38.8,Within SLA,23:28.8,Within SLA,,7,,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,2946,Low,Phone,Product setup,2nd line support,Michele Whyatt,8/24/2023 1:23,8/26/2023 1:23,8/24/2023 1:25,23:47.4,Within SLA,20:47.9,Within SLA,53:40.0,7,4,Ready to use Software,Tier 2,Greece,39.368279,21.863141
Closed,2947,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,8/24/2023 17:27,8/26/2023 17:27,8/24/2023 18:27,51:52.6,Within SLA,40:21.5,Within SLA,41:52.5,3,1,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,2948,Medium,Chat,Product setup,2nd line support,Michele Whyatt,8/24/2023 16:51,8/25/2023 16:51,8/24/2023 16:53,52:03.4,Within SLA,09:04.6,Within SLA,35:05.3,6,1,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,2949,Low,Chat,Bug report,2nd line support,Adolpho Messingham,8/24/2023 9:50,8/25/2023 9:50,8/24/2023 9:52,53:13.3,SLA Violated,01:38.4,SLA Violated,,9,,Custom software development,Tier 2,Slovenia,46.1491664,14.9860106
Closed,2950,Low,Chat,Product setup,1st line support,Kristos Westoll,8/24/2023 8:02,8/25/2023 8:02,8/24/2023 8:04,03:47.4,Within SLA,43:57.6,Within SLA,08:37.9,8,2,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,2951,High,Email,Product setup,1st line support,Nicola Wane,8/24/2023 18:11,8/26/2023 18:11,8/24/2023 19:11,39:53.6,Within SLA,52:44.6,SLA Violated,,8,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Closed,2952,Medium,Email,Product setup,1st line support,Connor Danielovitch,8/24/2023 7:11,8/26/2023 7:11,8/24/2023 8:11,58:24.8,Within SLA,09:55.4,Within SLA,04:11.3,3,4,Other,Tier 1,Slovenia,46.1491664,14.9860106
In progress,2953,Low,Phone,Product setup,1st line support,Bernard Beckley,8/24/2023 6:44,8/26/2023 6:44,8/24/2023 6:46,46:05.1,Within SLA,,SLA Violated,,3,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2954,High,Email,Bug report,1st line support,Kristos Westoll,8/24/2023 0:09,8/26/2023 0:09,8/24/2023 1:09,49:00.7,SLA Violated,16:23.7,Within SLA,06:01.7,9,2,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2955,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,8/24/2023 4:59,8/26/2023 4:59,8/24/2023 5:59,10:37.5,Within SLA,26:23.6,Within SLA,,9,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2956,Medium,Chat,Product setup,1st line support,Connor Danielovitch,8/24/2023 3:29,8/25/2023 3:29,8/24/2023 3:31,07:33.1,SLA Violated,36:36.8,Within SLA,01:25.4,2,4,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,2957,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,8/25/2023 18:54,8/27/2023 18:54,8/25/2023 19:54,10:37.9,Within SLA,36:22.6,Within SLA,54:15.9,1,3,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2958,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,8/25/2023 19:31,8/26/2023 19:31,8/25/2023 19:33,32:56.5,Within SLA,37:18.7,SLA Violated,45:22.4,6,4,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2959,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,8/25/2023 21:09,8/27/2023 21:09,8/25/2023 22:09,50:24.3,Within SLA,21:36.7,Within SLA,,2,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2960,Low,Email,Feature request,2nd line support,Adolpho Messingham,8/25/2023 20:56,8/27/2023 20:56,8/25/2023 21:56,21:57.5,Within SLA,37:28.4,Within SLA,,9,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2961,Low,Email,Product setup,1st line support,Bernard Beckley,8/25/2023 22:55,8/27/2023 22:55,8/25/2023 23:55,18:33.1,Within SLA,02:31.9,Within SLA,,3,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,2962,Low,Chat,Bug report,1st line support,Connor Danielovitch,8/26/2023 1:17,8/27/2023 1:17,8/26/2023 1:19,18:43.6,Within SLA,47:48.6,Within SLA,,9,,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,2974,Medium,Chat,Product setup,1st line support,Bernard Beckley,8/27/2023 12:53,8/28/2023 12:53,8/27/2023 12:55,54:21.2,Within SLA,18:22.6,Within SLA,57:24.2,60,3,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,2975,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,8/27/2023 12:42,8/29/2023 12:42,8/27/2023 13:42,08:21.2,Within SLA,19:13.0,Within SLA,00:52.3,6,5,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,2976,Medium,Chat,Bug report,2nd line support,Heather Urry,8/28/2023 12:32,8/29/2023 12:32,8/28/2023 12:34,34:29.4,Within SLA,,SLA Violated,,8,,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Resolved,2977,Low,Phone,Purchasing and invoicing,1st line support,Nicola Wane,8/28/2023 21:46,8/30/2023 21:46,8/28/2023 21:48,47:19.6,Within SLA,48:49.8,Within SLA,,1,,Custom software development,Tier 1,France,48.864716,2.349014
In progress,2978,Low,Email,Feature request,1st line support,Connor Danielovitch,8/28/2023 12:12,8/30/2023 12:12,8/28/2023 13:12,19:39.8,Within SLA,,SLA Violated,,3,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,2979,Low,Chat,Product setup,1st line support,Nicola Wane,8/28/2023 5:34,8/29/2023 5:34,8/28/2023 5:36,34:23.8,Within SLA,19:37.5,SLA Violated,,7,,Other,Tier 1,Italy,43.036776,12.678565
Closed,2980,Medium,Email,Training request,1st line support,Bernard Beckley,8/28/2023 1:24,8/30/2023 1:24,8/28/2023 2:24,03:10.6,Within SLA,50:12.9,Within SLA,11:11.5,9,4,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
